group,names,scores,logfoldchanges,pvals,pvals_adj
16,ENSG00000229491,-2.0612469,,0.0392794837073865,0.0708624793505172
16,ENSG00000255733,-2.0950196,,0.03616926211764169,0.06534645369040956
16,ENSG00000228918,-2.1031828,,0.03544978605961629,0.06410449558700956
16,ENSG00000121281,-2.110024,,0.034856292473440006,0.06308831216912218
16,ENSG00000224184,-2.1196313,,0.03403714266282274,0.0617173937675843
16,ENSG00000082482,-2.138282,,0.03249386109983691,0.05907974745424892
16,ENSG00000249881,-2.1385922,,0.03246871431159054,0.05907974745424892
16,ENSG00000188511,-2.1398122,,0.03236994787912583,0.05896165369603976
16,ENSG00000174125,-2.1417408,,0.032214347002948555,0.0587612824312859
16,ENSG00000254101,-2.1433387,,0.03208590407045412,0.05860439099626324
16,ENSG00000185811,-2.1462257,,0.03185497118121278,0.05823577912470343
16,ENSG00000114805,-2.1467125,,0.03181617803337118,0.05821807508393629
