"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000261303",3.3678566488482,2.98316992822632,0.382939888017532,7.79017809732513,6.69148081339308e-15,1.23524735815236e-10
"ENSG00000249867",12.5985874274865,1.99856520172118,0.41174532248057,4.85388683878854,1.2106483620135e-06,0.0103759520235852
"ENSG00000256193",12.0708242903396,-2.15305905700081,0.449697364651914,-4.78779558485377,1.68623272322619e-06,0.0103759520235852
"ENSG00000250295",2.92480668504624,1.58483993030208,0.338050228310798,4.68817884910581,2.75647069634074e-06,0.0127211122636125
"ENSG00000145390",74.5584107764636,1.10102562781295,0.241822218783047,4.55303748908508,5.28768458546445e-06,0.0190249871459786
"ENSG00000130635",8.36417423197496,1.38882809502549,0.307262091835994,4.52001119541553,6.18363612545351e-06,0.0190249871459786
"ENSG00000100564",37.1316576151114,-1.29852638230929,0.290772024017345,-4.46578857335957,7.97743628350097e-06,0.0210376391133468
"ENSG00000221869",12.7308567817731,1.55560567688574,0.351743883327508,4.42255217679883,9.75417830202526e-06,0.0225077664319233
"ENSG00000283413",2.43298326307813,2.54671652034244,0.588609384977535,4.32666652170291,1.51382884160425e-05,0.0283971230116846
"ENSG00000249738",43.6165733294369,1.66576330767073,0.385314125408287,4.32313065581402,1.53830568860697e-05,0.0283971230116846
"ENSG00000197520",4.83143763136777,2.60814584270469,0.607147433629277,4.29573724311782,1.74113717401083e-05,0.0292194474838544
"ENSG00000169508",6.85257378423664,1.34155850389496,0.320936450874191,4.18013753265083,2.91332842381399e-05,0.0401958381421716
"ENSG00000102359",6.20726184792181,2.12632959340848,0.510005779110967,4.16922646860015,3.05635179084802e-05,0.0401958381421716
"ENSG00000229494",7.92862768083364,-2.43317488237413,0.585343700495315,-4.15683107260775,3.2269241325034e-05,0.0401958381421716
"ENSG00000286044",19.3511039441923,1.12599651744686,0.271058866980352,4.15406634725025,3.26618403105403e-05,0.0401958381421716
"ENSG00000173436",21.6587482826399,1.25421583640754,0.303551196265738,4.13180989512413,3.59918037474455e-05,0.0415255435736153
"ENSG00000286023",2.70552695474762,1.29235197301503,0.317065820794461,4.07597378290991,4.58221817000707e-05,0.0497574984813709
"ENSG00000184984",30.3223198821695,-1.09845888305697,0.270527188000121,-4.06043803278093,4.89807361712882e-05,0.0502324660956655
"ENSG00000087303",5.12034155600117,1.03210637761749,0.265722134004792,3.88415658892337,0.00010268571534333,0.0997672792230455
"ENSG00000285744",3.20662621890813,1.26005372957423,0.328295760127167,3.83816632016857,0.000123956514092171,0.114411862507073
"ENSG00000112769",38.4606354915566,1.17513305552123,0.310155767011331,3.78884799352545,0.00015134747915891,0.133041641203499
"ENSG00000196569",157.526221448335,1.24348874040469,0.329760380768981,3.77088580958376,0.000162669100640307,0.136494163537276
"ENSG00000267564",2.86592123852551,2.02443098659901,0.539865259349847,3.74988194098099,0.000176917843034076,0.138111840726665
"ENSG00000115457",2.98392896944645,1.24529421901309,0.332418640326581,3.74616242275001,0.00017956035630769,0.138111840726665
"ENSG00000245904",3.76030320341833,0.978431368301625,0.262750378869251,3.72380573726407,0.000196241950485214,0.144905056238282
"ENSG00000119917",31.6729386186689,-0.865472875874388,0.234605164871934,-3.68906147631844,0.000225082831305206,0.156096480098473
"ENSG00000070501",22.9295768313166,0.410902535967468,0.111493557712924,3.68543747635599,0.000228310127988016,0.156096480098473
"ENSG00000176124",145.676555587078,0.796174273443497,0.217122234790209,3.66694030306379,0.000245470072685602,0.161834912206293
