"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000261742",6.680920091301,1.65428521305479,0.287390206890668,5.7562337664628,8.60112586684626e-09,0.000196466917050502
"ENSG00000164188",95.6042868284732,-1.58178964447383,0.355634856405799,-4.44779136797806,8.67577330648414e-06,0.0990860069333554
"ENSG00000164330",14.9697881420735,-1.31066893578793,0.305399316511034,-4.29165641482558,1.77345212369745e-05,0.135030644698323
"ENSG00000232807",1.53891874972465,0.899829138857011,0.21749766969165,4.13718979211462,3.51585290446982e-05,0.180169764803333
"ENSG00000255274",5.20912925775145,1.0151153235775,0.246941867122383,4.11074612582571,3.94382639005632e-05,0.180169764803333
"ENSG00000184984",48.1104366563335,-0.926859149559104,0.231847758766103,-3.99770588463679,6.39593530908703e-05,0.243493257216943
"ENSG00000268744",2.7442668833902,0.628644611589725,0.159769711932537,3.9346920263283,8.33034442251361e-05,0.271831038998651
"ENSG00000148482",22.8016606704312,-1.514999768161,0.400864207615214,-3.77933409713455,0.000157248321713782,0.448983270573275
"ENSG00000234710",4.25806212097253,1.09397832339621,0.298674929002315,3.66277252346054,0.000249500087626673,0.557374561969339
"ENSG00000168497",1.52230138279492,-2.50322942300542,0.691188909372452,-3.62162845650715,0.000292754376127071,0.557374561969339
"ENSG00000287704",24.7688178391758,-1.22380644691777,0.339314290180241,-3.60670470515019,0.000310110229445225,0.557374561969339
"ENSG00000125968",5.73639553407961,-1.73987706119108,0.483302137735027,-3.59997799584526,0.000318244110151181,0.557374561969339
"ENSG00000115594",6.6779363304524,-1.23948105949006,0.3490640828279,-3.55086965536114,0.000383960521987447,0.557374561969339
"ENSG00000165949",3.23183808102734,-1.18976241651915,0.337044774537469,-3.52998327344453,0.000415585939941725,0.557374561969339
"ENSG00000276759",2.01888541571193,-2.17535259328284,0.616332663930584,-3.52951047476505,0.000416329223200446,0.557374561969339
"ENSG00000112837",2.40824957507021,-1.59891951978747,0.45488832084833,-3.51497157984978,0.000439801051865314,0.557374561969339
"ENSG00000161800",14.0901708834,0.297022496319531,0.0845790889628738,3.51177223545065,0.000445129305824809,0.557374561969339
"ENSG00000234377",222.803969504611,-1.45002331150221,0.41308687906285,-3.51021391623915,0.000447746326947902,0.557374561969339
"ENSG00000250954",12.6045790516157,-1.41593808863468,0.405952877322281,-3.48793706790404,0.000486762634260068,0.557374561969339
"ENSG00000197360",111.171590927694,-1.32093147843665,0.378789529306124,-3.48724390786715,0.000488026058987251,0.557374561969339
"ENSG00000228623",66.3449703923018,0.390289347662459,0.11330911314764,3.44446564641201,0.000572189342863702,0.622378522366318
"ENSG00000121207",3.98589965116614,-1.0225963645397,0.298811401492153,-3.42221334069998,0.000621135559490069,0.642856776450247
"ENSG00000159263",4.73648644465733,0.824230686738002,0.241640585248444,3.41097786156479,0.000647303469851838,0.642856776450247
"ENSG00000186994",4.39769051125196,-0.92396283296149,0.274111689773331,-3.37075311791896,0.000749630048751162,0.713460398898918
"ENSG00000122585",5.84954637432454,-1.16017868539686,0.347937948925957,-3.33444135363274,0.000854709218023331,0.716012871789422
"ENSG00000120738",13.0958744500672,-1.00024855265874,0.300202318238816,-3.33191481840265,0.000862506517311865,0.716012871789422
"ENSG00000169857",71.7521317498773,-0.461691609618754,0.13972752551833,-3.3042280531776,0.000952383248778836,0.716012871789422
"ENSG00000099998",2.3398785425117,-1.46513267486846,0.444741033549575,-3.29435011466092,0.000986495402108195,0.716012871789422
"ENSG00000166337",4.41650420705469,-0.428441786293431,0.130212365548633,-3.29033102569211,0.00100069583693878,0.716012871789422
"ENSG00000286757",133.410672094588,-1.24055911254106,0.377909295819199,-3.28269012237945,0.00102821624176052,0.716012871789422
"ENSG00000142089",8.4353577732546,-1.23489706230089,0.37626954072636,-3.28194798844736,0.00103092618965944,0.716012871789422
"ENSG00000144119",4.19787289541656,1.03105178777689,0.314733455591856,3.27595230013919,0.00105306344837596,0.716012871789422
"ENSG00000251002",4.54166023384324,-0.805354090344316,0.247178072674939,-3.2581939070438,0.00112123763220844,0.716012871789422
"ENSG00000151458",37.2486824436226,0.458326667838043,0.140968033464937,3.25128085121541,0.00114886307251132,0.716012871789422
"ENSG00000134531",4.47462871346665,-1.45387962236848,0.447622304487741,-3.24800531115692,0.00116217101293598,0.716012871789422
"ENSG00000155926",5.15505629780184,0.882392349380122,0.272640761831676,3.23646524258503,0.00121019963445039,0.716012871789422
"ENSG00000162490",2.39479504832325,0.739603759965154,0.228573363736811,3.23573905495289,0.00121328243583714,0.716012871789422
"ENSG00000161921",2.03811584406787,0.989055226718979,0.30606084029248,3.23156410919415,0.00123114703194759,0.716012871789422
"ENSG00000159958",1.04585683725679,1.48913547709661,0.461161883354342,3.22909488153079,0.00124182686726612,0.716012871789422
"ENSG00000258487",1.60182799398045,0.669865637707461,0.208119374184711,3.21866063806698,0.00128790809551754,0.716012871789422
"ENSG00000142611",39.0886578831794,-1.33010085139684,0.413913662843425,-3.21347413917087,0.00131139606979367,0.716012871789422
