"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000204389",2.35695791957641,6.73251293508329,4.0260028681934,0.00150830770795393,0.998730271512669,-4.52508782780179
"ENSG00000260788",-2.74165088918909,3.85365781350481,-3.45572523520588,0.00440278721591678,0.998730271512669,-4.55044854352856
"ENSG00000204832",-2.68581003265505,3.72919114409369,-3.44851772400236,0.00446339978382755,0.998730271512669,-4.55066993077349
"ENSG00000081237",-2.16798711054854,4.51374158642651,-3.41574938281446,0.0047497976025909,0.998730271512669,-4.55171716960388
"ENSG00000041982",-2.38466135807189,4.18536182706015,-3.28003016444081,0.00614781309754177,0.998730271512669,-4.55347694500131
"ENSG00000198286",-2.58177636494354,4.73172814307298,-3.275222713515,0.00620431370555302,0.998730271512669,-4.55344425842436
"ENSG00000272865",-2.34350129823015,3.59774161662072,-3.14229442381199,0.00799128804835553,0.998730271512669,-4.55576864360281
"ENSG00000255240",-2.26853017635961,3.56331188812018,-3.09608513192629,0.00872654688240261,0.998730271512669,-4.55657480488085
"ENSG00000251363",2.32249755233608,5.54389608728546,3.06487651382755,0.00926099209545432,0.998730271512669,-4.55096791343241
"ENSG00000203710",-2.28073977902465,4.67450843884673,-2.95264399646207,0.0114669528879228,0.998730271512669,-4.5592400495782
"ENSG00000180573",2.17279353790666,6.31493775233404,2.95242558821177,0.0114717187139464,0.998730271512669,-4.54980489277257
"ENSG00000234129",-2.21716229579487,6.45301035005754,-2.94880090160069,0.0115510996127114,0.998730271512669,-4.55581764361423
"ENSG00000276476",-2.39506654511697,4.46050460113961,-2.94063920683779,0.0117318420761391,0.998730271512669,-4.55932835011692
"ENSG00000169302",-2.61475205712442,4.63800460039461,-2.89813539972417,0.0127193966105372,0.998730271512669,-4.55985258341622
"ENSG00000114315",-3.18355680173849,5.69131058641276,-2.77043393370008,0.0162078355841811,0.998730271512669,-4.56114407699992
"ENSG00000231971",-2.09514628136348,3.47015807432308,-2.69992290823012,0.0185212323870256,0.998730271512669,-4.5637174150906
"ENSG00000182533",2.34757390468389,6.01030199575923,2.69317609811517,0.0187588532947328,0.998730271512669,-4.55709436360457
"ENSG00000173530",1.87774775282485,4.61220856530292,2.6527615035637,0.0202459290546572,0.998730271512669,-4.56421292702094
"ENSG00000180229",-1.86509349661561,5.88021976112832,-2.54313772277869,0.0248819778197933,0.998730271512669,-4.56610976327506
