"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000026508",-2.14068463857955,3.32868566175814,-5.68144530198599,1.71451509480239e-05,0.0266607097241772,-1.94280217586859
"ENSG00000226383",1.51796322473871,6.42281455266866,3.31898322927567,0.00357251987818351,0.98871350921773,-3.00406795441124
"ENSG00000253154",-1.49286592359552,0.906300843935278,-3.06625301841242,0.00630523001153751,0.98871350921773,-3.69204223362769
"ENSG00000186818",-1.40272628029659,1.00192735610739,-3.04794233700445,0.00656800516368046,0.98871350921773,-3.70762244172183
"ENSG00000182177",-1.83052806975962,2.79849042484973,-2.90641938448587,0.00898881233885729,0.98871350921773,-3.5904952066324
"ENSG00000112214",1.48863850203802,0.14736921969981,2.76308198114614,0.0123058781663007,0.98871350921773,-3.9492063619538
"ENSG00000162645",-1.3096905237718,2.36842194361586,-2.6706693696595,0.0150339636570681,0.98871350921773,-3.76144826748164
"ENSG00000259072",-1.1792590777285,8.7989178282801,-2.62429537329387,0.0166108177604907,0.98871350921773,-3.31221069524301
"ENSG00000117501",-1.28827804723455,8.39733585576425,-2.61815088731468,0.0168311450185427,0.98871350921773,-3.35903760852745
"ENSG00000287326",-1.11742075028946,6.26568338437394,-2.60480953674495,0.0173190959715986,0.98871350921773,-3.56940369245532
"ENSG00000140678",1.15641272324289,1.36274720995277,2.60439296860787,0.017334545033093,0.98871350921773,-3.9277079979294
"ENSG00000042304",-1.02269757604711,0.917490594449796,-2.57505820806593,0.0184558321214086,0.98871350921773,-3.93574526842668
"ENSG00000124491",-1.02073008793109,4.07438402544562,-2.53630434983623,0.0200423475463965,0.98871350921773,-3.73706302885011
"ENSG00000223865",-0.994334923525595,3.24808571187756,-2.53589876628329,0.0200596113038777,0.98871350921773,-3.80146371633619
"ENSG00000113532",1.01176984604624,3.35423385838785,2.51232611841321,0.021087371129434,0.98871350921773,-3.80939382124739
"ENSG00000115523",1.17332122762571,1.29377079020332,2.47667711681603,0.0227360507193763,0.98871350921773,-3.98989343245613
