"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000189108",2.92268671374889,7.67928178857414,5.53623526176352,5.00864150580771e-05,0.0790363629616457,-2.55425999497707
"ENSG00000286797",2.82617621509304,4.14260348449957,3.35141067623901,0.00419221615819857,0.998704678683005,-4.04059321863412
"ENSG00000179241",1.23123239823943,9.5917437743104,3.15338225489077,0.0063284956065111,0.998704678683005,-3.43897577215644
"ENSG00000247287",2.86915997107687,2.54864026790524,3.00851345733687,0.0085417626972771,0.998704678683005,-4.21995754621664
"ENSG00000236824",2.46005060388045,7.76560678623068,2.87884693482532,0.0111552738468591,0.998704678683005,-3.74211032765892
"ENSG00000184984",-2.89686605129351,8.34283390751244,-2.79342826407619,0.0132869424494853,0.998704678683005,-3.92347726748506
"ENSG00000244734",-2.08959858778136,3.0144160370514,-2.65498612182513,0.0176046884812145,0.998704678683005,-4.39694571716765
"ENSG00000254303",1.75476243304044,4.06236392674544,2.58844792771215,0.020133077919708,0.998704678683005,-4.2529569290405
"ENSG00000287172",-1.62165331815671,5.18734102527951,-2.57472448513665,0.02069618697896,0.998704678683005,-4.23231382120833
"ENSG00000159216",1.13430041744676,7.19863836002556,2.51764198879304,0.0232040647718009,0.998704678683005,-4.03155028149414
"ENSG00000248343",-1.80969195604499,5.67664625973375,-2.49236449299854,0.0244048517685067,0.998704678683005,-4.25263723830226
"ENSG00000067715",-0.940436317536895,9.92726011386774,-2.47010687161651,0.0255108863809373,0.998704678683005,-3.89280838858169
"ENSG00000271605",-2.26094369405088,2.67081089829978,-2.43611284841771,0.0272923649240063,0.998704678683005,-4.44309687735428
"ENSG00000004948",1.72415241767314,3.19032632527284,2.43154943291662,0.0275402981830864,0.998704678683005,-4.3179369777747
"ENSG00000133048",1.75609969225784,4.1291511251781,2.41786552417449,0.0282965919293934,0.998704678683005,-4.2776211405098
"ENSG00000231023",-1.49230499265503,5.97492449551409,-2.40383423954327,0.0290924457001932,0.998704678683005,-4.23311568865089
"ENSG00000026508",-1.70867402803338,5.23065229679094,-2.38430345599824,0.0302354707781921,0.998704678683005,-4.28543549895301
"ENSG00000275395",1.4324490724857,3.37767530014348,2.37437410098227,0.0308326903926924,0.998704678683005,-4.32255206243546
"ENSG00000233432",-2.09090731135829,2.49640928314559,-2.36853167435138,0.0311892692636493,0.998704678683005,-4.45214876416332
"ENSG00000038295",-1.84253412932387,4.14785109390551,-2.36072053681732,0.0316720720958988,0.998704678683005,-4.38653359718952
"ENSG00000178878",1.05982965404202,8.39496425237409,2.35058702684903,0.0323089028091271,0.998704678683005,-4.02045914080605
"ENSG00000143341",1.78226516714057,3.99190913944454,2.35005109382744,0.0323429160108046,0.998704678683005,-4.30887574881342
"ENSG00000249279",1.59288260635543,3.42777192293613,2.30609487660908,0.0352499737951158,0.998704678683005,-4.33739291888611
"ENSG00000185774",-0.690149903985507,11.192476200159,-2.28973949309881,0.0363928261822847,0.998704678683005,-3.90027488427172
"ENSG00000248874",-1.89830067680028,3.57812429864529,-2.2856745116467,0.0366822012725492,0.998704678683005,-4.40924668592778
"ENSG00000233290",-1.43981432872131,5.65324140888502,-2.27917877102009,0.037149083855443,0.998704678683005,-4.2894252759927
"ENSG00000168314",0.594285167723093,12.2503830825941,2.24934238364935,0.0393657285316051,0.998704678683005,-3.82544097798337
"ENSG00000228793",1.9201107018101,9.39941551931494,2.24655480103554,0.0395790068905134,0.998704678683005,-4.00783387700115
"ENSG00000172243",1.51769173112101,3.07696110147895,2.24384535434236,0.0397873380895487,0.998704678683005,-4.36559145253917
"ENSG00000150394",0.854286315413283,9.30704806606953,2.24380996243375,0.0397900661419298,0.998704678683005,-4.01832389337807
"ENSG00000171051",-2.13812983272503,2.48697718341376,-2.24259823606185,0.0398835726528859,0.998704678683005,-4.46698038459385
"ENSG00000169306",0.502661994909806,14.8909790865027,2.20266537479823,0.0430819209806755,0.998704678683005,-3.79815313194768
"ENSG00000169896",-1.73029312661767,3.24866302834061,-2.19864699132852,0.0434166208553446,0.998704678683005,-4.44396197528683
"ENSG00000139832",-1.92623774578303,2.41953398263029,-2.18411491662635,0.0446472507898584,0.998704678683005,-4.47420588631971
"ENSG00000139915",1.38164507773976,10.1497741074025,2.1802037847862,0.0449839337344492,0.998704678683005,-4.0060634065365
"ENSG00000180353",1.50012436296542,3.52471080630052,2.16803988757796,0.0460461136740571,0.998704678683005,-4.36532123710433
"ENSG00000183783",0.87031750324576,10.1133610374558,2.15624198735165,0.0470984365341796,0.998704678683005,-4.01872617625776
"ENSG00000183166",1.05722514900235,8.53570079828808,2.14333363285956,0.0482752118945133,0.998704678683005,-4.12060491479103
"ENSG00000129595",0.874928897783396,7.58201548981248,2.14313590733901,0.0482934463512164,0.998704678683005,-4.16560885206687
"ENSG00000139767",-1.1334994110642,6.24474083433081,-2.13319502407836,0.0492184297636612,0.998704678683005,-4.29977588201055
"ENSG00000286438",-1.44976185565227,5.3798534823204,-2.13208668538419,0.0493225639193283,0.998704678683005,-4.34080306164458
"ENSG00000138119",1.33274877365314,4.64254961522831,2.1265420084775,0.0498465675240185,0.998704678683005,-4.32744400380852
"ENSG00000147614",1.61495293033171,5.61649687639414,2.1264951803337,0.0498510147903715,0.998704678683005,-4.24765584569146
"ENSG00000222724",-2.16677421743672,3.07638860283833,-2.12628468566452,0.0498710099681706,0.998704678683005,-4.46611310920058
"ENSG00000186472",-0.960871914016479,8.04572243460869,-2.10728831489927,0.0517061749320378,0.998704678683005,-4.20270758561956
"ENSG00000144339",0.648848831399485,12.3285170421385,2.08631392297328,0.0538043279328294,0.998704678683005,-3.95801446408439
"ENSG00000099260",1.39812288425595,3.01661195425378,2.07678097584014,0.0547835023070384,0.998704678683005,-4.4050387412082
"ENSG00000064989",-1.63613542660258,3.72949725880425,-2.07041705226639,0.055446221987538,0.998704678683005,-4.43313875501219
"ENSG00000287277",0.96865363841111,9.01908402703048,2.06412758826984,0.0561083845796588,0.998704678683005,-4.12255461723106
"ENSG00000110852",2.08157336984819,2.27870283697863,2.06073725544322,0.0564683139469159,0.998704678683005,-4.43561187261885
"ENSG00000232079",-1.14722170607414,5.23242783337443,-2.06054319047902,0.0564889802475999,0.998704678683005,-4.34300724054201
"ENSG00000260930",1.14769563698435,6.42332367718925,2.05648185799256,0.0569230667407426,0.998704678683005,-4.25433623676126
"ENSG00000251301",-2.17953531810162,3.86132190675149,-2.05635407404908,0.0569367739469999,0.998704678683005,-4.43858303790969
"ENSG00000173077",-1.36447728335177,4.32002411219329,-1.99777673362455,0.0635467051303646,0.998704678683005,-4.41154510776186
"ENSG00000237515",-0.933410776614439,6.36391152038566,-1.99524022318406,0.0638480748492735,0.998704678683005,-4.32188934526829
"ENSG00000203710",-1.33449078881139,6.74734014193106,-1.99299193783058,0.0641162823918727,0.998704678683005,-4.30433770175852
"ENSG00000276476",-1.82019991455825,3.32640178070923,-1.97528096260522,0.066265049118167,0.998704678683005,-4.47673263839167
"ENSG00000144908",1.15601920238457,4.1395060595304,1.97055984058252,0.0668487279880859,0.998704678683005,-4.39189416764378
"ENSG00000287862",0.803685596925924,7.4380404400669,1.96406352585234,0.0676594721365502,0.998704678683005,-4.25398173331864
"ENSG00000140563",-1.4017724938489,3.18138298273743,-1.96121216133765,0.0680181203487709,0.998704678683005,-4.46587023421443
"ENSG00000254101",-0.98730613067471,7.11620065348369,-1.95375444266516,0.0689642889997016,0.998704678683005,-4.31350731929138
"ENSG00000117114",-0.881672568506167,7.26019745997548,-1.93793331165306,0.0710109309122432,0.998704678683005,-4.30912815800794
"ENSG00000166342",-1.35197397503456,6.2605268467217,-1.93291441035731,0.0716715150070196,0.998704678683005,-4.37452775870278
"ENSG00000286685",1.16843481878472,9.201032732552,1.9195335936928,0.0734597759870166,0.998704678683005,-4.20299227327405
"ENSG00000101187",-1.54568159622819,3.17342889341723,-1.91512497124093,0.0740576770862872,0.998704678683005,-4.48504697432339
"ENSG00000165092",1.20655315634084,4.08291403839797,1.91425628800672,0.0741760023928184,0.998704678683005,-4.41040168402764
"ENSG00000173068",1.19205499251169,4.77310634197604,1.91401610078602,0.0742087487575909,0.998704678683005,-4.38521436270428
"ENSG00000185483",0.903123591988907,8.9160100717564,1.91200777355832,0.0744830657348634,0.998704678683005,-4.20203500428047
"ENSG00000119686",1.66348839318419,2.45612371876951,1.90992248231334,0.0747688573611444,0.998704678683005,-4.4562893959951
"ENSG00000169933",-0.943091908287369,7.75735009167174,-1.89413585802336,0.0769645127818333,0.998704678683005,-4.30395753645857
"ENSG00000002746",-0.909888039232603,6.64361487315163,-1.89383016141542,0.077007593890693,0.998704678683005,-4.34137041903625
"ENSG00000107165",-2.09283471802461,4.52440414591017,-1.89208909055471,0.077253370561334,0.998704678683005,-4.43251500446791
"ENSG00000112175",-1.74199915125285,2.9894543178464,-1.88333404287121,0.0784999333924198,0.998704678683005,-4.49056801332479
"ENSG00000166016",0.824965726208578,9.30018455056001,1.88145735513124,0.0787694683035122,0.998704678683005,-4.22963087583797
"ENSG00000250978",1.54486778003989,3.1991317318735,1.88123087964462,0.0788020511555836,0.998704678683005,-4.44277422096113
"ENSG00000273409",1.49536068486591,3.00868679345985,1.879554180895,0.0790436511902466,0.998704678683005,-4.44506186953135
"ENSG00000180287",0.774593954186342,10.4374854753627,1.8768470534959,0.0794351247181338,0.998704678683005,-4.18865951548298
"ENSG00000235531",-1.11830105051087,4.30914935208634,-1.87604736801137,0.079551096684058,0.998704678683005,-4.42813855653302
"ENSG00000258637",-0.675486777707658,9.14402083421152,-1.87570707633247,0.0796004922729284,0.998704678683005,-4.25510077839234
"ENSG00000100351",-1.75022983130353,3.28674238685198,-1.87552272570359,0.0796272634166268,0.998704678683005,-4.49098366070566
"ENSG00000102287",1.77338475371111,2.41953398263029,1.8601672165107,0.08188556274754,0.998704678683005,-4.46436031216307
"ENSG00000131097",-1.42408821644896,3.98925349668187,-1.84221558828508,0.0845978392827431,0.998704678683005,-4.46043416569341
"ENSG00000225096",0.738502362433563,8.97525401276467,1.8379329265788,0.0852565765303056,0.998704678683005,-4.25946412462677
"ENSG00000144837",-1.67820978158523,2.32030233862102,-1.82203131861421,0.0877424797571703,0.998704678683005,-4.516199163712
"ENSG00000134508",0.929872923760843,4.93815785442615,1.81838150926972,0.0883220371489774,0.998704678683005,-4.39602969044672
"ENSG00000165246",-1.4635339977059,6.47874670198393,-1.81524304532122,0.0888231042473697,0.998704678683005,-4.40698118506501
"ENSG00000128849",1.13862067183251,3.2963728770163,1.80506451327522,0.0904654861735346,0.998704678683005,-4.4546403942391
"ENSG00000188580",0.526244398710919,13.1340002510047,1.80137432998718,0.0910675185306228,0.998704678683005,-4.16438917038044
"ENSG00000226476",1.22656300236378,4.25785523930778,1.79834860541344,0.091563784467183,0.998704678683005,-4.42351801828642
"ENSG00000006747",1.59503200050086,2.93973665373849,1.79421112488753,0.0922462576790099,0.998704678683005,-4.46503747903326
"ENSG00000249061",1.49710893947509,7.31172026753985,1.78127975593609,0.0944082710564107,0.998704678683005,-4.33050035444553
"ENSG00000131095",0.967922193158903,6.09983858349848,1.77678352216237,0.0951703867005357,0.998704678683005,-4.36851103199688
"ENSG00000204472",-1.62540186745918,2.27870283697863,-1.7761420084031,0.0952795638113401,0.998704678683005,-4.52145868605836
"ENSG00000156049",0.814760576105337,6.77886944780718,1.77461889880284,0.0955392180754831,0.998704678683005,-4.35639251144288
"ENSG00000181234",-1.20987079734773,8.24737751649987,-1.76304894273464,0.0975320089670087,0.998704678683005,-4.34031336997712
